major,gpa,work_exp,admission,application_id
Humanities,3.4,5.0,,891
Humanities,3.33,6.0,,4023
Business,3.26,5.0,,1768
Business,3.22,6.0,,5585
STEM,3.25,6.0,Waitlist,2743
Business,3.5,5.0,,5870
STEM,3.4,5.0,Admit,3834
Humanities,3.57,4.0,,5271
Humanities,3.06,4.0,,4392
Business,3.07,4.0,,2013
Humanities,3.46,5.0,,2205
Business,3.23,7.0,,3987
STEM,3.0,7.0,,2249
Humanities,3.57,2.0,,5460
Humanities,3.16,3.0,,965
Business,3.35,6.0,Admit,3616
STEM,3.21,6.0,,4556
Humanities,3.21,7.0,,6032
Humanities,3.24,5.0,,566
Humanities,3.04,7.0,,4065
Humanities,3.29,6.0,Admit,2506
STEM,3.33,4.0,Admit,318
Business,3.26,7.0,,4224
Humanities,3.1,4.0,,914
STEM,3.3,3.0,Admit,844
Business,3.12,4.0,,1543
Business,3.34,5.0,Admit,642
Humanities,3.16,4.0,,4702
Humanities,3.17,4.0,,2154
Business,3.24,5.0,,2455
Humanities,3.11,5.0,,2274
STEM,2.96,6.0,,55
Business,3.23,4.0,,572
Humanities,3.2,6.0,,5959
Humanities,3.09,7.0,,1524
Humanities,3.55,5.0,,4724
Humanities,3.4,4.0,,3617
Humanities,3.21,6.0,,5395
Business,3.22,5.0,,4781
Business,3.23,4.0,,5831
Business,3.1,7.0,,4869
Humanities,2.96,5.0,,4650
Humanities,2.95,4.0,,5273
Humanities,3.41,4.0,,163
Business,3.07,5.0,,3328
STEM,3.28,6.0,,4395
Humanities,3.15,4.0,,1662
Humanities,3.38,7.0,,378
Business,3.08,4.0,,5372
Business,3.55,4.0,Admit,4768
Humanities,3.13,6.0,,2235
Humanities,3.24,5.0,Admit,3799
Business,3.13,6.0,,4169
Business,3.19,4.0,,4740
Business,3.21,7.0,,3884
Business,3.2,4.0,,5915
Humanities,3.23,5.0,,3202
Business,3.28,5.0,,6102
STEM,3.02,5.0,,236
Humanities,3.26,5.0,,4610
STEM,2.89,6.0,,2305
STEM,3.07,4.0,,2766
Humanities,3.23,5.0,,1654
STEM,3.34,4.0,,1270
Business,3.44,5.0,,5601
Humanities,3.33,5.0,,3610
Humanities,3.16,5.0,,1542
Humanities,3.37,4.0,,683
Humanities,2.97,4.0,,2481
Humanities,3.38,5.0,,43
STEM,3.42,6.0,Admit,1972
Humanities,3.24,5.0,,5520
STEM,3.29,3.0,Admit,4584
Business,3.13,6.0,,2374
Business,3.16,5.0,,5599
STEM,3.11,4.0,Admit,666
Humanities,3.34,7.0,,5666
Business,3.13,4.0,Admit,154
STEM,3.36,5.0,Admit,168
Humanities,3.31,5.0,,4290
Humanities,3.08,4.0,,3100
Business,3.09,6.0,,57
Humanities,3.34,5.0,Admit,297
STEM,3.18,4.0,,1653
STEM,3.48,3.0,,489
Humanities,3.21,6.0,Admit,336
STEM,3.17,5.0,,4751
Business,3.33,5.0,Waitlist,551
Business,3.06,5.0,,5023
STEM,3.4,5.0,,2260
STEM,3.11,4.0,,1451
Business,3.14,5.0,,298
Business,3.37,4.0,,3995
Humanities,3.59,4.0,,3398
Business,3.45,4.0,,2167
Humanities,3.4,6.0,Admit,186
Humanities,3.26,3.0,,3850
Humanities,3.04,5.0,,2502
Business,3.29,5.0,,764
Business,3.15,5.0,,5021
Business,3.39,6.0,Admit,845
Business,3.25,7.0,Admit,4393
Humanities,3.11,3.0,,3042
Business,3.0,4.0,,5162
Business,3.42,6.0,Waitlist,732
STEM,3.33,5.0,,4189
Business,3.35,4.0,,1273
STEM,3.24,3.0,,219
STEM,3.24,4.0,,1443
STEM,3.18,4.0,Admit,494
STEM,3.26,6.0,,827
STEM,3.29,7.0,,2158
Humanities,3.2,4.0,,1994
Humanities,3.33,5.0,,6164
Business,3.22,6.0,,3922
STEM,3.24,4.0,,982
Business,3.15,5.0,,4700
STEM,3.26,6.0,,3727
Business,3.22,3.0,,4675
STEM,3.31,6.0,,4954
STEM,3.3,6.0,Admit,2207
Humanities,3.1,4.0,,1840
STEM,3.2,6.0,,2973
Business,3.66,5.0,,6107
Business,3.11,5.0,,5332
Business,3.36,5.0,,1586
STEM,3.16,6.0,,2998
Humanities,3.33,5.0,,2016
Humanities,3.48,8.0,Admit,5930
Humanities,3.05,6.0,,866
Business,3.33,5.0,Admit,332
Business,2.86,5.0,,3234
Humanities,3.05,5.0,Admit,276
STEM,3.35,7.0,,3248
Business,3.28,5.0,,4782
Humanities,3.06,6.0,,3966
STEM,3.14,5.0,,5924
Humanities,3.35,5.0,,1333
Business,3.43,5.0,,1057
Business,3.18,4.0,,836
STEM,3.27,4.0,,4121
Business,3.11,5.0,,1674
Humanities,3.43,5.0,Admit,437
STEM,3.39,4.0,,3820
Humanities,3.53,6.0,Admit,3394
Business,3.17,6.0,,5982
Humanities,3.07,5.0,,5576
Humanities,3.1,5.0,,253
Business,2.98,4.0,,4406
STEM,3.42,7.0,,565
Business,3.17,5.0,,1936
Humanities,2.92,3.0,,4471
Humanities,3.26,5.0,,4015
Business,3.17,5.0,,1311
Business,3.01,6.0,,231
Humanities,3.39,4.0,,4949
Humanities,3.15,5.0,,775
Humanities,3.0,5.0,,4297
Humanities,3.17,4.0,,1317
Humanities,3.41,5.0,,4433
Business,3.24,5.0,,3814
Business,3.26,7.0,Admit,823
Humanities,3.32,6.0,,2182
Humanities,3.36,5.0,,3703
Business,3.47,6.0,,2020
Business,3.08,5.0,,2617
Humanities,3.22,7.0,,2820
STEM,3.13,4.0,,5066
Business,3.41,3.0,Admit,3958
Humanities,2.96,4.0,,5603
Humanities,3.54,6.0,Admit,6093
STEM,3.19,5.0,,1073
Humanities,3.5,5.0,,1386
STEM,3.21,5.0,,2359
Humanities,2.89,9.0,,1211
Business,3.48,4.0,Admit,5644
Business,3.39,4.0,,4265
Business,3.44,5.0,,3568
Business,3.33,5.0,Admit,4812
STEM,3.16,6.0,,3314
Humanities,3.38,6.0,Waitlist,1189
STEM,3.29,4.0,,653
Business,3.19,5.0,,4984
Humanities,3.4,5.0,,608
Business,3.21,5.0,,1758
STEM,3.13,3.0,,4570
STEM,3.26,4.0,,2674
Humanities,3.26,6.0,Admit,5933
Business,3.22,6.0,,909
Humanities,3.37,6.0,,2574
Humanities,3.4,5.0,,1525
Humanities,3.13,4.0,,3772
STEM,3.16,5.0,,2459
Humanities,3.44,5.0,,5147
